timestamp_utc,pmid,doi,year,title,journal,decision,confidence,stage,include_reason,exclude_reason,flag_reason,background_reason,needs_human_review,reviewer_votes,evidence_spans,source_path,copy_path
2026-08-07T06:24:12.085662+00:00,27150232,10.1016/j.neuroimage.2016.04.068,2016,Multi-subject and multi-task experimental validation of the hierarchical Bayesian diffuse optical tomography algorithm.,NeuroImage,exclude,0.9,fulltext_screening_round2,,out_of_scope: Validates a hierarchical Bayesian diffuse optical tomography (fNIRS-based) reconstruction algorithm against fMRI as reference; diffuse optical tomography is an explicitly excluded non-MRI modality with no stated transfer to MRI reconstruction.,,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""Diffuse optical tomography (DOT) is an emerging technology for improving the spatial resolution and spatial specificity of conventional multi-channel near-infrared spectroscopy (NIRS)"", ""We recently proposed a hierarchical Bayesian DOT algorithm that allows for accurate simultaneous reconstruction of scalp and cortical hemodynamic changes""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2016 - Multi-subject and multi-task experimental validation of the hierarchical Bayesian diffuse optical tomography algorithm. - PMID 27150232.pdf,
2026-08-07T06:24:12.085662+00:00,26332610,10.1002/mrm.25915,2016,SENSE reconstruction for multiband EPI including slice-dependent N/2 ghost correction.,Magnetic resonance in medicine,exclude,0.93,fulltext_screening_round2,,wrong_intervention_or_index: Proposes a classical SENSE-based algebraic reconstruction method for multiband EPI ghost correction; no AI/ML and no dedicated fidelity/safety-evaluation methodology.,,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""We propose a simplified solution of this problem that combines SENSE unfolding with the EPI phase correction in the image domain."", ""It suppresses artifacts better than standard SENSE""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2016 - SENSE reconstruction for multiband EPI including slice-dependent N 2 ghost correction. - PMID 26332610.pdf,
2026-08-07T06:24:12.085662+00:00,27090059,10.1002/mrm.26249,2017,Simultaneous multislice accelerated interleaved EPI DWI using generalized blipped-CAIPI acquisition and 3D K-space reconstruction.,Magnetic resonance in medicine,exclude,0.93,fulltext_screening_round2,,"wrong_intervention_or_index: Proposes a classical acquisition and k-space reconstruction method (generalized blipped-CAIPI, SMS 3D k-space) for interleaved EPI diffusion MRI; no AI/ML and no fidelity/safety-evaluation methodology contribution.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""a novel acquisition and reconstruction method for SMS-accelerated high-resolution iEPI DWI is proposed"", ""The proposed method successfully unfolded the simultaneously excited slices and effectively suppressed artifacts from intershot phase variations.""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2017 - Simultaneous multislice accelerated interleaved EPI DWI using generalized blipped-CAIPI acquisition and 3D K-space recon - PMID 27090059.pdf,
2026-08-07T06:24:12.085662+00:00,29665420,10.1016/j.neuroimage.2018.04.026,2018,Distortion-matched T1 maps and unbiased T1-weighted images as anatomical reference for high-resolution fMRI.,NeuroImage,exclude,0.93,fulltext_screening_round2,,wrong_intervention_or_index: Introduces a classical EPI-based T1-mapping pulse sequence (T123DEPI) to match anatomical/functional distortions for co-registration; no AI/ML reconstruction and no fidelity/safety-evaluation methodology.,,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""we introduce a novel sequence providing bias-field corrected T1-weighted images and T1-maps with distortions that match those of the fMRI data"", ""Co-registration quality to the mean EPI of matching fMRI timecourses shows markedly less local deviations""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2018 - Distortion-matched T1 maps and unbiased T1-weighted images as anatomical reference for high-resolution fMRI. - PMID 29665420.pdf,
2026-08-07T06:24:12.085662+00:00,29732610,10.1002/mrm.27227,2018,Image reconstruction algorithm for motion insensitive MR Fingerprinting (MRF): MORF.,Magnetic resonance in medicine,exclude,0.7,fulltext_screening_round2,,wrong_intervention_or_index: Proposes an iterative dictionary/pattern-matching motion-correction reconstruction algorithm (MORF) for MR Fingerprinting validated by ground-truth comparison; the pattern-matching approach is not a deep-learning/AI-ML method and the paper's central contribution is the reconstruction algorithm itself rather than a fidelity/safety-evaluation methodology.,,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""A novel reconstruction algorithm, MOtion insensitive MRF (MORF), was developed, which uses an iterative reconstruction based retrospective motion correction approach."", ""results from MORF, the iterative multi-scale (IMS) algorithm, and with the IMS results using data without motion for a ground truth comparison""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2018 - Image reconstruction algorithm for motion insensitive MR Fingerprinting (MRF) MORF. - PMID 29732610.pdf,
2026-08-07T06:24:12.085662+00:00,29380423,10.1002/mrm.27086,2018,Improved tolerance to off-resonance in spectral-spatial EPI of hyperpolarized [1-13 C]pyruvate and metabolites.,Magnetic resonance in medicine,exclude,0.92,fulltext_screening_round2,,"wrong_intervention_or_index: Proposes a classical (non-AI/ML) multi-echo spectral-spatial EPI pulse sequence and signal-decomposition reconstruction pipeline for hyperpolarized 13C metabolic imaging in rat kidneys, with no AI/ML component and no brain MRI relevance.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""A hybrid time-resolved pulse sequence, multi-echo spectral-spatial EPI, is proposed"", ""Hyperpolarized [1-13C]pyruvate was administered to two healthy rats."", ""Multi-echo data of the rat kidneys were acquired to test realistic cases of off-resonance.""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2018 - Improved tolerance to off-resonance in spectral-spatial EPI of hyperpolarized 1-13 C pyruvate and metabolites. - PMID 29380423.pdf,
2026-08-07T06:24:12.085662+00:00,29553048,10.1088/1361-6560/aab799,2018,Optimization of the reconstruction parameters in [123I]FP-CIT SPECT.,Physics in medicine and biology,exclude,0.93,fulltext_screening_round2,,"wrong_intervention_or_index: Optimizes classical FBP and OSEM SPECT reconstruction parameters for [123I]FP-CIT dopamine transporter imaging using Monte Carlo simulation; no AI/ML method and the modality is SPECT, not MRI.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""Studies were reconstructed using filtered back projection (FBP) with attenuation correction and ordered subset expectation maximization (OSEM)"", ""Monte Carlo (MC) simulation is used, inter alia, to assess quantification protocols"", ""SPECT using [123I]FP-CIT is a well-established diagnostic tool for in vivo evaluation of the nigrostriatal dopaminergic system""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2018 - Optimization of the reconstruction parameters in 123I FP-CIT SPECT. - PMID 29553048.pdf,
2026-08-07T06:24:12.085662+00:00,29468727,10.1002/mrm.27126,2018,"Simultaneous multislice triple-echo steady-state (SMS-TESS) T1 , T2 , PD, and off-resonance mapping in the human brain.",Magnetic resonance in medicine,exclude,0.9,fulltext_screening_round2,,wrong_intervention_or_index: Describes an SMS-TESS pulse sequence with classical SENSE reconstruction for multiparametric T1/T2/PD/off-resonance brain mapping; no AI/ML method and no discussion of reconstruction fidelity failure modes such as hallucination or geometric distortion.,,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""accelerated by an SMS excitation scheme (CAIPIRINHA) with SENSE reconstruction"", ""The aliased TESS images were unfolded using SENSE."", ""The SENSE reconstruction was performed with Tikhonov regularization""]","C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2018 - Simultaneous multislice triple-echo steady-state (SMS-TESS) T1 , T2 , PD, and off-resonance mapping in the human brain. - PMID 29468727.pdf",
2026-08-07T06:24:12.085662+00:00,30575047,10.1002/mp.13345,2019,Cardiac motion and spillover correction for quantitative PET imaging using dynamic MRI.,Medical physics,exclude,0.92,fulltext_screening_round2,,"wrong_population: Proposes a postprocessing motion/spillover correction for cardiac PET/MRI using MR-derived tissue density maps; entirely focused on the myocardium, not the brain, and uses no AI/ML reconstruction method.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""a practical correction approach, designed to overcome these existing limitations for quantitative PET imaging, was developed and applied in the context of cardiac PET/MRI"", ""assess differences in metabolic function between scar and healthy myocardium in eight patients with recent acute myocardial infarction"", ""Inspired by a method that has been used in brain PET""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2019 - Cardiac motion and spillover correction for quantitative PET imaging using dynamic MRI. - PMID 30575047.pdf,
2026-08-07T06:24:12.085662+00:00,8705357,10.1109/trpms.2019.2914909,2019,Comparison of a Standard Resolution PET-CT Scanner With an HRRT Brain Scanner for Imaging Small Tumors Within the Head,IEEE Transactions on Radiation and Plasma Medical Sciences,exclude,0.92,fulltext_screening_round2,,"wrong_intervention_or_index: Compares a standard PET-CT scanner with the HRRT dedicated brain PET scanner using classical OP-OSEM reconstruction with/without resolution modeling; no AI/ML and the modality is PET, not MRI.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""implementations of 3-D iterative ordinary Poisson ordered subset expectation maximization (OP-OSEM) ... without (No-RM) and with RM were used"", ""We compared a conventional PET-CT scanner (Siemens Biograph TruePoint TrueV) with and without resolution modeling (RM) image reconstruction with a high resolution research tomograph (HRRT)"", ""resolution modeling (RM) reconstruction algorithms which incorporate resolution blurring models may be considered as a software alternative to hardware approaches""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2019 - Comparison of a Standard Resolution PET-CT Scanner With an HRRT Brain Scanner for Imaging Small Tumors Within the Head - IEEEXPLORE 8705357.pdf,
2026-08-07T06:24:12.085662+00:00,30246342,10.1002/mrm.27401,2019,Dictionary-based electric properties tomography.,Magnetic resonance in medicine,exclude,0.8,fulltext_screening_round2+Thu_adjudication,,"out_of_scope: Resolves the intervention_unclear flag toward exclude: the method reconstructs quantitative conductivity maps via electric properties tomography, a modality explicitly listed as out of scope, not anatomical brain MRI reconstruction; its 'machine learning' is a FLANN k-nearest-neighbor dictionary match rather than a learned reconstruction model. The matching-distance reliability map is a byproduct, and no anatomical-fidelity failure modes (hallucination, omission, distortion) are evaluated.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""flagged"", ""Thu_adjudicator"": ""exclude""}","[""The spatial distribution of local matching distance between optimal atom and measured pattern yielded a reconstruction reliability map."", ""the described matching procedure corresponds to a so-called k-nearest neighbor search with k = 1"", ""Electric properties tomography (EPT) allows the determination of electric conductivity""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2019 - Dictionary-based electric properties tomography. - PMID 30246342.pdf,
2026-08-07T06:24:12.085662+00:00,30884475,10.1088/1361-6560/ab10b2,2019,Rigid-body motion correction in hybrid PET/MRI using spherical navigator echoes.,Physics in medicine and biology,exclude,0.88,fulltext_screening_round2,,"wrong_intervention_or_index: Presents spherical navigator echoes (SNAVs), a classical k-space navigator technique, for rigid-body motion correction of simultaneously acquired PET and MR brain images; no AI/ML reconstruction and no fidelity-evaluation contribution beyond motion correction.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""we propose spherical navigator echoes (SNAVs)—3D k-space navigators that can accurately and rapidly measure rigid body motion"", ""SNAVs were incorporated into turbo FLASH (tfl)—a product fast gradient echo sequence—to create the tfl-SNAV pulse sequence"", ""Following SNAV motion correction of the MRI and PET list-mode data, artifact reduction was achieved for both the PET and MR images""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2019 - Rigid-body motion correction in hybrid PET MRI using spherical navigator echoes. - PMID 30884475.pdf,
2026-08-07T06:24:12.085662+00:00,30252156,10.1002/mrm.27484,2019,Zero-gradient-excitation ramped hybrid encoding (zGRF -RHE) sodium MRI.,Magnetic resonance in medicine,exclude,0.92,fulltext_screening_round2,,"wrong_intervention_or_index: Introduces zGRF-RHE, a classical zero-gradient-excitation hybrid k-space encoding pulse sequence with Kaiser-Bessel regridding reconstruction for sodium MRI; no AI/ML component.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""Images were reconstructed offline via Kaiser‐Bessel re‐gridding in MATLAB"", ""Zero‐gradient‐excitation (zGRF)‐RHE provides (1) gradient‐free excitation for high flip angle, artifact‐free excitation profiles"", ""An iterative density compensation was applied to the raw data from UTE and zGRF‐RHE measurements before re‐gridding.""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2019 - Zero-gradient-excitation ramped hybrid encoding (zGRF -RHE) sodium MRI. - PMID 30252156.pdf,
2026-08-07T06:24:12.085662+00:00,8967055,10.1109/access.2020.2968395,2020,Brain MRI Super-Resolution Using 3D Dilated Convolutional Encoder–Decoder Network,IEEE Access,include,0.6,fulltext_screening_round2,"on_topic_recon_safety_eval: Proposes a 3D dilated convolutional encoder-decoder deep-learning network for brain MRI super-resolution reconstruction, addressing gridding-artifact and fine-detail-loss failure modes and benchmarking fidelity against NLM, LRTV, and other CNN methods using SSIM/PSNR on public brain datasets.",,,,TRUE,"{""Dat Mai_fulltext_round2"": ""include""}","[""deep convolutional neural networks (CNN) have achieved impressive success in MRI super-resolution (SR) reconstruction"", ""it may cause gridding artifacts due to the introducing of zeros in the convolution operation"", ""our proposed method outperforms NLM (non-local means), LRTV (low-rank and total variation) and current CNN-based SR methods""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2020 - Brain MRI Super-Resolution Using 3D Dilated Convolutional Encoder–Decoder Network - IEEEXPLORE 8967055.pdf,
2026-08-07T06:24:12.085662+00:00,32542779,10.1002/jmri.27255,2020,Combined Denoising and Suppression of Transient Artifacts in Arterial Spin Labeling MRI Using Deep Learning.,Journal of magnetic resonance imaging : JMRI,include,0.72,fulltext_screening_round2,"on_topic_recon_safety_eval: Develops a deep-learning denoising autoencoder for arterial spin labeling brain MRI that aims to suppress transient artifacts while preserving true pathological signal, evaluated against reference-standard averaged images using SNR/PSNR/SSIM, directly addressing the AI/ML reconstruction fidelity trade-off between artifact suppression and pathology omission.",,,,FALSE,"{""Dat Mai_fulltext_round2"": ""include""}","[""We aimed to develop a DAE model that could provide both effective denoising as well as differentiate between abnormal ASL signal associated with pathology, and that associated with transient artifacts"", ""Evaluation metrics included SNR, peak SNR (PSNR), and structural similarity index (SSIM) of the CBF images, compared to the reference standard."", ""A denoising autoencoder (DAE) model was designed with stacked encoding/decoding convolutional layers.""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2020 - Combined Denoising and Suppression of Transient Artifacts in Arterial Spin Labeling MRI Using Deep Learning. - PMID 32542779.pdf,
2026-08-07T06:24:12.085662+00:00,32179104,10.1016/j.neuroimage.2020.116699,2020,Disambiguating the role of blood flow and global signal with partial information decomposition.,NeuroImage,exclude,0.85,fulltext_screening_round2,,"out_of_scope: Uses partial information decomposition to analyze how global-signal regression and blood-flow/vessel BOLD signals affect resting-state functional-connectivity denoising; this is fMRI signal-processing/network analysis, not evaluation of AI/ML-based brain MRI image reconstruction fidelity or failure modes.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""we aimed to: 1) characterize the effect of GSR on network-level functional connectivity"", ""global signal regression (GSR) effectively removes the impact of physiological noise and other artifacts"", ""quantify the diverse and complementary effect of global and vessel BOLD signals on the dynamics of cortical areas""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2020 - Disambiguating the role of blood flow and global signal with partial information decomposition. - PMID 32179104.pdf,
2026-08-07T06:24:12.085662+00:00,9123887,10.1109/access.2020.3004731,2020,Efficient Reconstruction Technique for Multi-Slice CS-MRI Using Novel Interpolation and 2D Sampling Scheme,IEEE Access,exclude,0.8,fulltext_screening_round2,,"wrong_intervention_or_index: Proposes a classical (non-AI/ML) interpolated compressed-sensing reconstruction technique (FiCS) with a novel 2D sampling/interpolation scheme to reduce MRI scan time; SSIM/PSNR/MSE are used as standard performance metrics but the paper's contribution centers on the sampling/reconstruction algorithm, not a fidelity/safety-evaluation method.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""a novel fast interpolated compressed sensing (FiCS) technique is proposed based on 2D variable density under-sampling (VRDU) scheme"", ""reconstruction using CS reconstruction techniques like Non-linear Conjugate Gradient (NCG)"", ""Simulation results on knee and brain dataset shows that the proposed FiCS technique has improved image quality and performance""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2020 - Efficient Reconstruction Technique for Multi-Slice CS-MRI Using Novel Interpolation and 2D Sampling Scheme - IEEEXPLORE 9123887.pdf,
2026-08-07T06:24:12.085662+00:00,31464355,10.1002/mrm.27918,2020,Respiratory motion corrected 4D flow using golden radial phase encoding.,Magnetic resonance in medicine,exclude,0.9,fulltext_screening_round2,,"wrong_population: Presents a respiratory-motion-corrected 4D flow MRI reconstruction (k-t SENSE) for the heart, aorta, and venae cavae using classical golden radial phase encoding; entirely cardiovascular/thoracic, not brain, and not AI/ML.",,,FALSE,"{""Dat Mai_fulltext_round2"": ""exclude""}","[""A 4D flow sequence with golden radial phase encoding (GRPE) was acquired in 9 healthy volunteers covering the heart, aorta, and venae cavae."", ""Nonrigid respiratory motion fields were extracted and corrected for during the k‐t SENSE reconstruction."", ""to minimize respiratory motion artifacts while achieving predictable scan times with 100% scan efficiency for thoracic 4D flow MRI""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Missing\2020 - Respiratory motion corrected 4D flow using golden radial phase encoding. - PMID 31464355.pdf,
